Q_ID;T_ID;Q_N;Q_NameS;Q_Name
1519;18;22;"Обязан ли работодатель перевести работни"
1520;18;23;"Какая деятельность согласно законодатель"
1521;18;24;"Какую рекомендацию из нижеперечисленных"
1522;18;25;"Каковы основные задачи службы охраны тру"
1523;18;26;"Каковы задачи пропаганды в области охран"
1524;18;27;"В зависимости от чего следует устанавлив"
1525;18;28;"Что из нижеперечисленного запрещают 'Пра"
1526;18;29;"Разрешается ли назначение работника в те"
1527;18;30;"Кем утверждаются Правила внутреннего тру"
1528;18;31;"Разрешается ли работа в выходные дни?"
1529;18;32;"Что из нижеперечисленного обязан обеспеч"
1530;18;33;"Какие направления из нижеперечисленных в"
1531;18;34;" Кто несет ответственность за организаци"
1532;18;35;"На какие органы (организации) возложены"
1533;18;36;"Что входит в обязанности предприятия по"
1534;18;37;"В каких из нижеперечисленных законодател"
1535;18;38;"В каких случаях допускается применение с"
1536;18;39;"Какие виды нормативно-правовых актов утв"
1537;18;40;"Определяется ли законодательством РФ как"
1538;18;41;"Требуется ли издавать приказ о распредел"
1539;18;42;"Для кого из нижеперечисленных обязательн"
1540;18;43;"Что из нижеперечисленного относится к пс"
1541;18;44;"Что входит в обязанности руководителя пр"
1542;18;45;"Что из нижеперечисленного включает в себ"
1543;18;46;"В каком случае на работника налагается м"
1544;18;47;"К каким видам ответственности может прив"
1545;18;48;"В каких целях используются результаты ат"
1546;18;49;"Кто из нижеперечисленных подлежит обязат"
1547;18;50;"Кто из нижеперечисленных входит в состав"
1548;18;51;"Что из нижеперечисленного относится к оп"
1549;18;52;"Какие лица из нижеперечисленных несут от"
1550;18;53;"Что из нижеперечисленного входит в обяза"
1551;18;54;"Какой термин соответствует следующему оп"
1552;18;55;"Что из нижеперечисленного понимается под"
1553;18;56;"Какой из нормативных документов является"
1554;18;57;"Какие направления из нижеперечисленных в"
1555;18;58;"Что из нижеперечисленного необходимо для"
1556;18;59;"В зависимости от чего устанавливаются кл"
1557;18;60;"На кого возлагается персональная ответст"
1558;18;61;"На каких работах запрещается применение"
1559;18;62;"Какие органы осуществляют государственны"
1560;18;63;"Кем осуществляется контроль за выполнени"
1561;18;64;"В каких исключительных случаях допускает"
1562;18;65;"Какими организациями расследуются несчас"
1563;18;66;"Какие виды оборудования могут предусматр"
1564;18;67;"Какая надзорная организыция контролирует"
1565;18;68;"Как должно решаться возмещение моральног"
1566;18;69;"Какие права из нижеперечисленных имеет р"
1567;18;70;"Каков максимальный срок проведения аттес"
1568;18;71;"Для кого из нижеперечисленных обязательн"
1569;18;72;"Кто из нижеперечисленных участвуют в сос"
1570;18;73;"Что из нижеперечисленного относится к вр"
1571;18;74;"Каким наказаниям может быть подвергнуто"
1572;18;75;"Какой термин соответствует следующему оп"
1573;18;76;"Какие отношения между работодателями и р"
1574;18;77;"Какие основные этапы включает в себя сер"
1575;18;78;"Требуется ли при создании комиссии по пр"
1576;18;79;"Как устанавливается общая оценка условий"
1577;18;80;"Какие мероприятия из нижеперечисленных д"
1578;18;81;"Какие обязанности администрации в област"
1579;18;82;"Что из нижеперечисленного может служить"
1580;18;83;"Какие документы из нижеперечисленных вхо"
1581;18;84;"С какого момента вступает в силу коллект"
1582;18;85;"Какие правовые вопросы охраны труда регл"
1583;18;86;"Чем должна компенсироваться работа в вых"
1584;18;87;"Каковы функциональные обязанности работн"
1585;18;88;"Что из нижеперечисленного по требованию"
1586;18;89;"В каких нижеперечисленных случаях провод"
1587;18;90;"Какая травма, повлекшая за собой кратков"
1588;18;91;"Что из нижеперечисленного требуется для"
1589;18;92;"Перечислите виды инструктажей по охране"
1590;18;93;"Рассматривается ли личный транспорт, исп"
1592;18;94;"Что из нижеперечисленного должно содержа"
1593;18;95;"Кто входит в состав комиссии по проверке"
1594;18;96;"Какие из нижеперечисленных задач решает"
1595;18;97;"Что является содержанием работы кабинета"
1596;18;98;"Какие обязательные разделы должны содерж"
1597;18;99;"Что из нижеперечисленного предусматривае"
1598;18;100;"Какой правовой акт регулирует порядок ра"
1599;19;1;"Какую максимальную концентрацию энергии"
1600;19;2;"Какова примерно плотность мощности излуч"
1601;19;3;"Может ли лазерное излучение при поражени"
1602;19;4;"Из каких главных элементов состоит оптич"
1603;19;5;"Что из нижеперечисленного может использо"
1604;19;6;"Какие главные (наиболее значимые) эффект"
1605;19;7;"Одинаковы ли характеристики поглощения л"
1606;19;8;"Как влияет красящее вещество меланин на"
1607;19;9;"Какие компоненты человеческого организма"
1608;19;10;"К чему приводит воздействие на живой орг"
1609;19;11;"К чему приводит накопление большого коли"
1610;19;12;"В каких органах или системах организма ч"
1611;19;13;"Возникает ли при лазерном излучении канц"
1612;19;14;"Какой эффект преобладает при работе лазе"
1613;19;15;"Какой эффект преобладает при работе лазе"
1614;19;16;"Что из ниже перечисленного начинает игра"
1615;19;17;"Какие части (органы) тела человека наибо"
1616;19;18;"Глаза или кожа человека поражается лазер"
1617;19;19;"Что значительно усиливает степень пораже"
1618;19;20;"Какие части глаза человека интенсивно по"
1619;19;21;"Какой характер носит поражение глаз чело"
1620;19;22;"Что возникает при поражении глаз мощным"
1621;19;23;"При какой длине волны лазерного излучени"
1622;19;24;"Что из перечисленного является оптически"
1623;19;25;"Отчего зависит степень потери зрения гла"
1624;19;26;"Когда степень потери зрения выше?"
1625;19;27;"Энергия лазерного луча, попадающая в гла"
1626;19;28;"Лазерное излучение представляет большую"
1627;19;29;"Как меняется коэффициент поглощения лазе"
1628;19;30;"Радужная оболочка глаза интенсивно погло"
1629;19;31;"С какой длиной волны лазерное излучение"
1630;19;32;"Что у человека поражается лазерным излуч"
1631;19;33;"Наиболее сильно действует на кожу лазерн"
1632;19;34;"В какой коже происходят большие изменени"
1633;19;35;"Инфракрасное излучение какого характера"
1634;19;36;"Структурные изменения в коже возникают п"
1635;19;37;"Какие опасности, явные и потенциальные,"
1636;19;38;"Основным поражающим фактором при работе"
1637;19;39;"При наличии у персонала какого индивидуа"
1638;19;40;"Что относится к индивидуальным средствам"
1640;20;1;"Что из перечисленного относится к органи"
1641;20;2;"Каким образом регламентируется работы, п"
1642;20;3;"Какие лица являются ответственными за бе"
1643;20;4;"Что входит в обязанности лица, выдающего"
1644;20;5;"Кому предоставляется право выдачи наряда"
1645;20;6;"Не ниже какой группы  по электробезопасн"
1646;20;7;"Что входит в обязанности ответственного"
1647;20;8;"Кому предоставляется право выполнять обя"
1648;20;9;"Не ниже какой группы по электробезопасно"
1649;20;10;"Что входит в обязанности допускающего?"
1650;20;11;"Кому предоставляется право выполнять обя"
1651;20;12;"Не ниже какой группы по электробезопасно"
1652;20;13;"Что входит в обязанности производителя р"
1653;20;14;"Не ниже какой группы по электробезопасно"
1654;20;15;"Что входит в обязанности наблюдающего?"
1655;20;16;"В каких случаях должен обязательно назна"
1656;20;17;"Кто является отвественным за безопасност"
1657;20;18;"Не ниже какой группы по электробезопасно"
1658;20;19;"Что входит в обязанности бригады?"
1659;20;20;"Каким образом оформляется предоставление"
1660;20;21;"Каков порядок выдачи наряда-допуска?"
1661;20;22;"Наряд выданный непостредственно в руки з"
1662;20;23;"Наряд выданный по средствам связи заполн"
1663;20;24;"Каков максимальный срок действия наряда?"
1664;20;25;"На какой максимальный срок может быть од"
1665;20;26;"В течение какого времени должны хранитьс"
1666;20;27;"Каков максимальный срок действия распоря"
1667;20;28;"В каких случаях распоряжение требуется о"
1668;20;29;"Наряд-допуск это 'задание на ....(выбери"
1669;20;30;"На какие электроустановки распространяют"
1670;20;31;"Требуется ли какие-либо дополнительные у"
1671;20;32;"Минимальный состав бригады, которая выпо"
1672;20;33;"Каким образом допускающим, перед допуско"
1673;20;34;"Кто из перечисленных лиц, ответственных"
1674;20;35;"При допуске к работе, допускающий доказа"
1675;20;36;"При допуске к работе, допускающий доказы"
1676;20;37;"Какой из перечисленных видов инструктаже"
1677;20;38;"Разрешается ли допуск к работе без прове"
1678;20;39;"У кого должен находиться наряд после про"
1679;20;40;"Кто осущестляет постоянный надзор за соб"
1680;20;41;"Во время отлучки одного или нескольких ч"
1681;20;42;"Никто из членов бригады не имеет право в"
1682;20;43;"Производится ли допуск бригады к работе"
1683;20;44;"В каких документах оформляется допуск к"
1684;20;45;"При работах под напряжением на токоведущ"
1685;20;46;"Допускается ли наблюдающему совмещать на"
1686;20;47;"Кто изи перечисленных лиц,ответственных"
1687;20;48;"Кто, из перечисленных лиц,ответственных"
1688;20;49;"Какие действия должен выполнять производ"
1689;20;50;"Работник из числа оперативного персонала"
1690;21;1;"Административным правонарушением признае"
1691;21;2;"Юридическое лицо признается виновным в с"
1692;21;3;"Должностное лицо, это"
1693;21;4;"Административной ответственности подлежи"
1694;21;5;". Постановление по делу об административ"
1695;21;6;"Лицо может быть привлечено к администрат"
1696;21;7;"Является ли истечение срока давности при"
1697;21;8;"Поводами к возбуждению дела об администр"
1698;21;9;"Нарушение трудового законодательства вле"
1699;21;10;"Нарушение трудового законодательства вле"
1700;21;11;"На какой срок юридическое лицо может быт"
1701;21;12;"В случае повторного нарушения должностно"
1702;21;13;"В случае повторного нарушения юридическо"
1703;21;14;"Фактическое допущение к работе лица без"
1704;21;15;"Фактическое допущение к работе лица без"
1705;21;16;"Возникают ли трудовые отношения на основ"
1706;21;17;"Разрешается ли фактическое допущение раб"
1707;21;18;"Представителем работодателя является"
1708;21;19;"В случае уклонения от оформления трудово"
1709;21;20;"В случае уклонения от оформления трудово"
1710;21;21;"Нарушение требований охраны труда влечет"
1711;21;22;"Нарушение требований охраны труда влечет"
1712;21;23;"Государственные нормативные требования о"
1713;21;24;"Под специальной оценкой условий труда по"
1714;21;25;"Обязанности по организации специальной о"
1715;21;26;"Сроки проведения специальной оценке усло"
1716;21;27;"Работодатель знакомит работников с резул"
1717;21;28;"Нарушение работодателем порядка проведен"
1718;21;29;"Нарушение работодателем порядка проведен"
1719;21;30;"Кто в организации должен проходить обуче"
1720;21;31;"Может ли работодатель допустить к работе"
1721;21;32;"Какие существуют виды медицинских осмотр"
1722;21;33;"Допуск работника к исполнению им трудовы"
1723;21;34;"Допуск работника к исполнению им трудовы"
1724;21;35;"Допуск работника к исполнению им трудовы"
1725;21;36;"Допуск работника к исполнению им трудовы"
1726;21;37;"Необеспечение работников средствами инди"
1727;21;38;"Необеспечение работников средствами инди"
1728;21;39;"Совершение повторного правонарушения гос"
1729;21;40;"Совершение повторного правонарушения гос"
1730;21;41;"Совершение повторного правонарушения гос"
1731;21;42;"Совершение повторного правонарушения гос"
1732;21;43;"Федеральный государственный надзор за со"
1733;21;44;"В случае выявления при проведении провер"
1734;21;45;"Невыполнение требований предписания конт"
1735;21;46;"Невыполнение требований предписания конт"
1736;22;1;"Понятие 'охрана труда' включает в себя с"
1737;22;2;"Условия труда это (ст. 209 ТК)"
1738;22;3;"Вредный производственный фактор это (ст."
1739;22;4;"Опасный производственный фактор это (ст."
1740;22;5;"Безопасные условия труда это (ст. 209 ТК"
1741;22;6;"Производственные факторы по сфере своего"
1742;22;7;"Опасные и вредные производственные факто"
1743;22;8;"Рабочее место это (ст. 209 ТК)"
1744;22;9;"Средства индивидуальной и коллективной з"
1745;22;10;"Система управления охраной труда это (ст"
1746;22;11;"Производственная деятельность это (ст. 2"
1747;22;12;"Требования охраны труда это (ст. 209 ТК)"
1748;22;13;"Профессиональный риск это (ст. 209 ТК)"
1749;22;14;"Управление профессиональным риском включ"
1750;22;15;"Условия труда по степени вредности и (ил"
1751;22;16;"Оптимальными условиями труда являются ус"
1752;22;17;"Допустимыми условиями труда являются усл"
1753;22;18;"Вредными условиями труда являются услови"
1754;22;19;"Вредные условия труда (3 класс) подразде"
1755;22;20;"Опасными условиями труда являются услови"
1756;22;21;"Работодатели в части организации работы"
1757;22;22;"В систему нормативных правовых актов РФ"
1758;22;23;"Ответственность работодателя и должностн"
1759;22;24;"Дисциплинарная ответственность заключает"
1760;22;25;"Административной ответственности подлежи"
1761;22;26;"Уголовная ответственность за нарушение п"
1762;22;27;"Материальная ответственность за нарушени"
1763;22;28;"В обязанности работодателя по обеспечени"
1764;22;29;"В обязанности работодателя по обеспечени"
1765;22;30;"В обязанности работодателя по обеспечени"
1766;22;31;"Какие существуют виды медицинских осмотр"
1767;22;32;"Обязанности работника в сфере охраны тру"
1768;22;33;"У каждого работодателя, создается служба"
1769;22;34;"В зависимости от общей численности работ"
1770;22;35;"Основными задачами службы охраны труда я"
1771;22;36;"Каждый работник имеет право на"
1772;22;37;"Каждый работник имеет право на"
1773;22;38;"Финансирование мероприятий по улучшению"
1774;22;39;"Несет ли работник расходы на финансирова"
1775;22;40;"Расследованию как несчастные случаи подл"
1776;22;41;"Расследованию как несчастные случаи подл"
1777;22;42;"При несчастных случаях работодатель обяз"
1778;22;43;"Для расследования несчастного случая с л"
1779;22;44;"В состав комиссии по расследованию несча"
1780;22;45;"Расследование несчастного случая, в резу"
1781;22;46;"Расследование несчастного случая, в резу"
1782;22;47;"На основании собранных материалов рассле"
1783;22;48;"При несчастном случае на производстве с"
1784;22;49;"Работодатель после завершения расследова"
1785;22;50;"При легком несчастном случае на производ"
1786;22;51;"Акт о несчастном случае вместе с материа"
1787;22;52;"Трудовой договор - это соглашение между"
1788;22;53;"В соответствии с трудовым договором, раб"
1789;22;54;"В соответствии с трудовым договором, раб"
1790;22;55;"Обязательными для включения в трудовой д"
1791;22;56;"Трудовые договоры могут заключаться"
1792;22;57;"Какие отношения между работником и работ"
1793;22;58;"Коллективный договор заключается между"
1794;22;59;"Коллективный договор заключается на срок"
1795;22;60;"В коллективный договор могут включаться"
1796;22;61;"Соглашение по охране труда - правовая фо"
1797;22;62;"Мероприятия, перечисленные в соглашении"
1798;22;63;"Ограничивается применение труда женщин н"
1799;22;64;"Запрещается применение труда женщин на р"
1800;22;65;"Запрещается применение труда женщин на р"
1801;22;66;"Запрещается применение труда лиц в возра"
1802;22;67;"Запрещается применение труда лиц в возра"
1803;22;68;"За выполнение тяжелых работ и работ с вр"
1804;22;69;"Обязательное социальное страхование от н"
1805;22;70;"Обязательному социальному страхованию от"
1806;22;71;"Материальное обеспечение по социальному"
1807;22;72;"Государственный надзор и контроль за соб"
1808;22;73;"Федеральная инспекция труда имеет следую"
1809;22;74;"Общественный контроль за охраной труда о"
1810;22;75;"В соответствии с Трудовым кодексом РФ, о"
1811;22;76;"Может ли работодатель допустить к работе"
1812;22;77;"Инструктажи по охране труда подразделяет"
1813;22;78;"Вводный инструктаж проводят для"
1814;22;79;"Вводный инструктаж проводит"
1815;22;80;"Первичный инструктаж на рабочем месте пр"
1816;22;81;"Первичный инструктаж на рабочем месте пр"
1817;22;82;"Первичный инструктаж на рабочем месте ин"
1818;22;83;"Повторный инструктаж на рабочем месте пр"
1819;22;84;"Повторный инструктаж на рабочем месте пр"
1820;22;85;"Внеплановый инструктаж проводится"
1821;22;86;"Внеплановый инструктаж проводится"
1822;22;87;"Целевой инструктаж проводится"
1823;22;88;"Целевой инструктаж проводится"
1824;22;89;"Инструкции по охране труда разрабатывают"
1825;22;90;"Инструкции по охране труда содержат след"
1826;22;91;"Работы с повышенной опасностью это"
1827;22;92;"К работам с повышенной опасностью относя"
1828;22;93;"Наряд-допуск на выполнение работ повышен"
1829;22;94;"Ответственными за безопасность при выпол"
1830;22;95;"Под специальной оценкой условий труда по"
1831;22;96;"Обязанности по организации специальной о"
1832;22;97;"Сроки проведения специальной оценке усло"
1833;22;98;"Работодатель обязан ознакомить работнико"
1834;22;99;"Результаты проведения специальной оценки"
1835;22;100;"В состав санитарно-бытовых помещений вхо"
1836;22;101;"Существуют следующие типы средств индиви"
1837;24;1;"Препараты для обработки ран"
1838;24;2;"Препараты, применяемые при сердечно-сосу"
1839;24;3;"Препараты , применяемые при  аллергическ"
1840;24;4;"Лекарственные средства, относящиеся к об"
1841;24;5;"Признаки клинической смерти"
1842;24;6;"Признаки биологической смерти"
1843;24;7;"Комплекс сердечно-легочной реанимации вк"
1844;24;8;"Прекардиальный удар наносят"
1845;24;9;"Непрямой массаж сердца следует проводить"
1846;24;10;"Оптимальное соотношение вдохов ИВЛ и рит"
1847;24;11;"Для начальной стадии шока (фаза возбужде"
1848;24;12;"Для торпидной стадии шока (фаза торможен"
1849;24;13;"Оптимальное соотношение вдохов ИВЛ и рит"
1850;24;14;"Больной с диабетом теряет сознание. Пуль"
1851;24;15;"Выделите правила приближения к утопающем"
1852;24;16;"Первая помощь при укусе гадюки"
1853;24;17;"В чем заключается первая помощь при тепл"
1854;24;18;"Можно ли накладывать на обожженную рану"
1855;24;19;"При угрозе переохлаждения необходимо"
1856;24;20;"Когда применяется 'Нидерландский мост'"
1857;24;21;"Если нет препаратов традиционной медицин"
1858;24;22;"При переломе костей таза необходимо"
1859;24;23;"Каких правил стоит придерживаться при тр"
1860;24;24;"Как транспортировать пострадавшего при р"
1861;24;25;"Нужно ли снимать остатки одежды с поверх"
1862;24;26;"Сколько времени может находиться жгут на"
1863;24;27;"Сколько времени может находиться жгут на"
1864;24;28;"Инородное тело глубоко внедрилось в рану"
1865;24;29;"При проникающих ранениях глазного яблока"
1866;24;30;"В ране находится инородное тело. Сильное"
1867;24;31;"Можно ли использовать шнурок вместо жгут"
1868;24;32;"При тепловом ударе необходимо"
1869;24;33;"Действия при засорении глаз инородным те"
1870;24;34;"В случае обнаружения впившегося клеща мо"
1871;24;35;"Признаки растяжения"
1872;24;36;"Признаки вывиха"
1873;24;37;"Жгут необходимо затягивать"
1874;24;38;"Действия первой помощи при отморожении"
1875;24;39;"Признаки синдрома длительного сдавливани"
1876;24;40;"Если при синдроме длительного сдавливани"
1877;24;41;"В норме зрачки в темноте"
1878;24;42;"В норме зрачки при свете"
1879;24;43;"Недопустимо наносить прекардиальный удар"
1880;24;44;"Если при потере сознания появился пульс"
1881;24;45;"Если после прекардиального удара пульс н"
1882;24;46;"Наибольшую опасность при ушибах головы п"
1883;24;47;"При подготовке к искусственному дыханию"
1884;24;48;"Какое действие при реанимации выполняетс"
1885;24;49;"На сколько сантиметров должна опускаться"
1886;24;50;"С какой частотой необходимо надавливать"
1887;24;51;"Что необходимо сделать в первую очередь"
1888;24;52;"Выделите признаки переохлаждения"
1889;24;53;"При появлении озноба и мышечной боли"
1890;24;54;"В какое помещение необходимо доставить п"
1891;24;55;"Выделите признаки обморока"
1893;24;57;"До освобождения от сдавливания необходим"
1894;24;58;"При попадании инородного тела в верхние"
