QS_ID;Q_ID;QS_N;QS_Name;QS_Y;QS_Ans
3104;1361;3;"Люмен";False;False
3105;1361;4;"Грей";False;False
3106;1362;1;"Инженерный, системный";False;False
3107;1362;2;"Ориентирующий, технический";True;False
3108;1362;3;"Организационный, управленческий";True;False
3109;1362;4;"Идентификационный, методологический";False;False
3110;1363;1;"высокое выделение вредных веществ 1 и 2 классов опасности в помещении: при снижении температуры, снижается летучесть вещества, тем самым снижается его вредное воздействие";False;False
3111;1363;2;"невозможно обеспечить оптимальные нормы из-за технических и экономических причин";True;False
3112;1363;3;"невозможно обеспечить полную герметичность оборудования и коммуникаций";False;False
3113;1363;4;"постоянно работает лазерная установка: возникают сопутствующие вредные факторы: тепловое излучение, загазованность, вибрация и т.д.";False;False
3114;1364;1;"Уровень звука";True;False
3115;1364;2;"Интенсивность";False;False
3116;1364;3;"Акустическая мощность";False;False
3117;1364;4;"Частота";False;False
3118;1365;1;"Величина измерения звукового давления";False;False
3119;1365;2;"Величина, характеризующая интенсивность звука";False;False
3120;1365;3;"Логарифмическое значение звукового давления";True;False
3121;1365;4;"Интегральное значение звукового давления";False;False
3122;1366;1;"Организационный";False;False
3123;1366;2;"Управленческий";True;False
3124;1366;3;"Ориентирующий";False;False
3125;1366;4;"Технический";False;False
3126;1367;1;"ГОСТ ССБТ";True;False
3127;1367;2;"СН, СанПин";True;False
3128;1367;3;"ПУЭ";False;False
3129;1367;4;"СНиП";True;False
3130;1368;1;"Профессиональное отравление";False;False
3131;1368;2;"Профессиональная тугоухость и виброболезнь";False;False
3132;1368;3;"Профессиональное заболевание";True;False
3133;1368;4;"Профессиональное увечье";False;False
3134;1369;1;"Средствам индивидуальной защиты";False;False
3135;1369;2;"Оградительным устройствам";False;False
3136;1369;3;"Буферным устройствам";False;False
3137;1369;4;"Коллективным средствам защиты";True;False
3138;1370;1;"Сероводород, хлор, аммиак";True;False
3139;1370;2;"Свинец и его соединения";False;False
3140;1370;3;" Борная кислота, никотин";False;False
3141;1370;4;"Стронций и его соединения";False;False
3142;1371;1;"пространство высотой до 2 м над уровнем пола или площадки, на которой находятся места постоянного или временного пребывания работающих";True;False
3143;1371;2;"пространство высотой до 2,5 м над уровнем пола или площадки, на которой находятся места постоянного или временного пребывания работающих";False;False
3144;1371;3;"пространство высотой до 1,5 м над уровнем пола или площадки, на которой находятся места постоянного или временного пребывания работающих";False;False
3145;1371;4;"пространство высотой свыше 2 м над уровнем пола или площадки, на которой находятся места постоянного или временного пребывания работающих";False;False
3146;1372;1;"Очки";True;False
3147;1372;2;"Маски";True;False
3148;1372;3;"Беруши";False;False
3149;1372;4;"воздушная завеса";False;False
3150;1373;1;"силы тока";True;False
3151;1373;2;"расхода ацетилена, кислорода";True;False
3152;1373;3;"условий работ";True;False
3153;1373;4;"категории тяжести работ";False;False
3154;1374;1;"больше ПДК воздуха жилого массива в 10 раз";False;False
3155;1374;2;"больше ПДК воздуха жилого массива в 100 раз";True;False
3156;1374;3;"меньше ПДК воздуха жилого массива в 100 раз";False;False
3157;1374;4;"меньше ПДК воздуха жилого массива в 10 раз";False;False
3158;1375;1;"воздействие на человека, которое в определенных условиях приводит к заболеванию или снижению работоспособности.";True;False
3159;1375;2;"воздействие на человека, которое в определенных условиях приводит к травме или другому внезапному и резкому ухудшению здоровья.";False;False
3160;1375;3;"воздействие на человека, которое в определенных условиях приводит к смерти";False;False
3161;1375;4;"воздействие на человека, которое в определенных условиях приводит к  полной потере работоспособности";False;False
3162;1376;1;"аспирационный психрометр";True;False
3163;1376;2;"крыльчатые и чашечные анемометры";True;False
3164;1376;3;"кататермометр";True;False
3165;1376;4;"люксметр";False;False
3166;1377;1;"Шланговые противогазы";True;False
3167;1377;2;"Фильтрующие противогазы";False;False
3168;1377;3;"Кислородоизолирующие приборы";True;False
3169;1377;4;"Распираторы";False;False
3170;1378;1;"уменьшения в источнике образования";True;False
3171;1378;2;"обязательного социального страхования от несчастных случаев на производстве и профессиональных заболеваний";False;False
3172;1378;3;"снижения на пути распространения";True;False
3173;1378;4;"использования средств индивидуальной защиты";True;False
3174;1379;1;"Лучевую болезнь";True;False
3175;1379;2;"Гипертонию";False;False
3176;1379;3;"Острый лучевой ожог";True;False
3177;1379;4;"Повреждения кожи";True;False
3178;1380;1;"Теплоизоляции нагретых поверхностей (минеральная вата, асбест и др.)";False;False
3179;1380;2;"Воздушного душирования";True;False
3180;1380;3;"Специальной теплоотражающей одежды";False;False
3181;1380;4;"Экранирования";True;False
3182;1381;1;"Процентное отношение наружной освещенности к внутренней";False;False
3183;1381;2;"Плотность светового потока на освещаемой поверхности";False;False
3184;1381;3;"Процентное отношение освещенности внутри помещения к одновременной наружной";True;False
3185;1381;4;"Процентное отношение естественной освещенности к совмещенной";False;False
3186;1382;1;"Использование специальных вибропоглощающих материалов: бетон, асбест и т.д.";False;False
3187;1382;2;"Изменение конструктивных элементов источника возбуждения и характера вынуждающих сил и моментов";True;False
3188;1382;3;"Уравновешивание отдельных элементов машины";True;False
3189;1382;4;" Отстройка от резонансных явлений";True;False
3190;1383;1;"Равномерных с интервалом 15 Гц";False;False
3191;1383;2;"Стандартных среднегеометрических";True;False
3192;1383;3;"Среднеарифметических";False;False
3193;1383;4;"10, 20, 30, 40, 50, 60, 70, 80, 90 Гц";False;False
3194;1384;1;"механизации, автоматизации";True;False
3195;1384;2;"создания безопасной  техники";True;False
3196;1384;3;"средств индивидуальной защиты";False;False
3197;1384;4;"средств коллективной защиты";True;False
3198;1385;1;"Изменение температуры участков тела";True;False
3199;1385;2;"Солнечный и тепловой удар";True;False
3200;1385;3;"Инфракрасный удар";False;False
3201;1385;4;"Катаракту";True;False
3202;1386;1;"Вытяжная открытого типа";False;False
3203;1386;2;"Местная приточная";False;False
3204;1386;3;"Общеобменная";True;False
3205;1386;4;"Вытяжная закрытого  типа.";False;False
3206;1387;1;"Средств звукоизоляции";True;False
3207;1387;2;"Изменения конструктивных элементов";False;False
3208;1387;3;"Средств звукопоглощения";True;False
3209;1387;4;"Замены ударных процессов на безударные";False;False
3210;1388;1;"Изменения конструктивных элементов";False;False
3211;1388;2;"Вибродемпфирования";True;False
3212;1388;3;"Виброизоляции";True;False
3213;1388;4;"Отстройки от резонансных явлений";False;False
3214;1389;1;"Уменьшаются.";True;False
3215;1389;2;"Увеличиваются.";False;False
3216;1389;3;"Сначала увеличиваются, потом уменьшаются";False;False
3217;1389;4;"Сначала уменьшаются, потом увеличиваются";False;False
3218;1390;1;"отношение потока излучения, падающего на малый участок поверхности, содержащий рассматриваемую точку, к площади этого участка, Вт/м2.";False;False
3219;1390;2;"величину, определяемую интегралом облученности во времени, Дж/м2";True;False
3220;1390;3;"поверхностную плотность потока";False;False
3221;1390;4;"предельно допустимую концентрацию";False;False
3222;1391;1;"к.е.о., %";False;False
3223;1391;2;"максимальное значение освещенности, Е, лк";False;False
3224;1391;3;"минимальное значение освещенности, Е, лк";True;False
3225;1391;4;"к.е.о. и минимальное значение освещенности";False;False
3226;1392;1;"Виброизоляция";False;False
3227;1392;2;"Вибродемпфирование";False;False
3228;1392;3;"Спецобувь";True;False
3229;1392;4;"Рукавицы";True;False
3230;1393;1;"длины волны";True;False
3231;1394;1;"Психрометром";False;False
3232;1394;2;"Чашечным анемометром";False;False
3233;1394;3;"Газоанализатором";True;False
3234;1394;4;"Кататермометром";False;False
3235;1395;1;"их предельно допустимый уровень";False;False
3236;1395;2;"их концентрация  мг/м3.";True;False
3237;1395;3;"их токсическое воздействие на организм человека";False;False
3238;1395;4;"их экспозиция";False;False
3239;1396;1;"Четыре класса по наиболее высокому значению из показателей опасности";False;False
3240;1396;2;"Четыре класса по значению ПДК";True;False
3241;1396;3;"Три класса по средней смертельной дозе";False;False
3242;1396;4;"Пять классов по характеру воздействия на организм человека";False;False
3243;1397;1;"длительности работы";False;False
3244;1397;2;"системы освещения";True;False
3245;1397;3;"характеристики зрительной работы";True;False
3246;1397;4;"микроклиматических параметров";False;False
3247;1398;1;"выраженное в процентах отношение максимальной влажности к абсолютной при  данной температуре";False;False
3248;1398;2;"количество водяного пара, содержащегося в 1 м3 воздуха";False;False
3249;1398;3;"разность абсолютной влажности и максимальной при данной температуре";False;False
3250;1398;4;"выраженное в процентах отношение абсолютной влажности к максимально возможной при данной температуре";True;False
3251;1399;1;"отношение потока излучения, падающего на малый участок поверхности, содержащий рассматриваемую точку, к площади этого участка, Вт/м2.";True;False
3252;1399;2;"величину, определяемую интегралом облученности во времени, Дж/М2";False;False
3253;1399;3;"поверхностную плотность потока";False;False
3254;1399;4;"предельно допустимую концентрацию";False;False
3255;1400;1;"общей";True;False
3256;1400;2;"низкочастотной";False;False
3257;1400;3;"технологической";False;False
3258;1400;4;"локальной";False;False
3259;1401;1;"Рукавицы, перчатки, защитные прокладки";True;False
3260;1401;2;"Спецобувь";True;False
3261;1401;3;"Виброизоляция";False;False
3262;1401;4;"Отстройка от резонансных явлений";False;False
3263;1402;1;"Общее равномерное, локализованное, комбинированное";False;False
3264;1402;2;"Освещение лампами накаливания и люминесцентными лампами";False;False
3265;1402;3;"Рабочее, дежурное, охранное, аварийное";True;False
3266;1402;4;"Разряды и подразряды";False;False
3267;1403;1;"масса";True;False
3268;1403;2;"частота звука";False;False
3269;1403;3;"жесткость кожуха";True;False
3270;1403;4;"звукопоглощающая способность материала";True;False
3272;1406;1;"работники, выполняющие работу по трудовому договору";True;False
3273;1406;2;"студенты образовательных учреждений высшего и среднего профессионального образования, проходящие производственную практику";True;False
3274;1406;3;"лици, осужденные на лишение свободы и привлекаемымие к труду администрацией организации";True;False
3275;1406;4;"другие лица, учавствующие в производственной деятельности организации или индивидуального предрпинемателя.";True;False
3276;1407;1;"травма, в т.ч. нанесенная другим лицом";True;False
3277;1407;2;"острое отравление, тепловой удар, ожог";True;False
3278;1407;3;"обмаражение, утопление, поражение электрическим током, молнией,излучением";True;False
3279;1407;4;"укусы насекомых и пресмыкающихся,  телесные повреждения, нанесенными животными";True;False
3280;1407;5;"повреждения, полеченные в резульнате взрывов, аварий, разрушения зданий, сооружений и конструкций, стихийных бедствий и других чрезвычайных ситуаций";True;False
3281;1407;6;"повреждения, полученные пострадавшим при совершении действий, квалифецированных правоохранительными органами как уголовное правонарушение";False;False
3282;1407;7;"повреждения, полученные пострадавшим при изготовлении деталей в личных целях";False;False
3283;1408;1;"на территории организации, других объектах и площадях, закрепленных за организацией на правах владения либо аренды";True;False
3284;1408;2;"перед началом и после оканчания работы либо при выполнении работы за пределами нормальной продолжительности рабочего времени";True;False
3285;1408;3;"при изготовлении деталей па производстве в личных целях";False;False
3286;1408;4;"при привлечении в установленном порядке к участию в ликвидации последствий катастроф, аварий";True;False
3287;1408;5;"во время служебных командировок";True;False
3288;1409;1;"при следование к месту работы или с работы на транспортном средстве работодателя";True;False
3289;1409;2;"во время служедных поездок на общественном транспорте";True;False
3290;1409;3;"при непосредственном исполнении трудовых обязанностей или работ по заданию работодателя";True;False
3291;1409;4;"при следовании к месту служебной командировки и обратно";True;False
3292;1409;5;"во время междусменного отдыха при работе вахтовым методом";True;False
3293;1410;1;"при следовании на транспортном средстве в качестве сменщика во время междусменного отдыха (водитель - сменщик на транспортном средстве, проводник)";True;False
3294;1410;2;"при работе вахтовым методом во время междусменного отдыха";True;False
3295;1410;3;"при привлечении работника в установленном порядке к участию в ликвидациипоследствий катастроф , аварий и других чрезвычайных ситуаций";True;False
3296;1410;4;"при осуществлении действий, не входящих в трудовые обязанности работника, но совершаемых в интересах работодателя и направленных на предотвращение аварии или несчастного случая";True;False
3297;1410;5;"при следовании к местуслужебной командировки и обратно";True;False
3298;1410;6;"при изготовлении изготовлении изделий в личных целях";True;False
3299;1411;1;"в течение рабочего времени на территории или вне ее ( в т.ч. во время установленных перерывов)";True;False
3300;1411;2;"при следовании к месту работы или с работы на транспорте, предоставленным работодателем";True;False
3301;1411;3;"при следовании к месту работы или с работы на личном транспорте в случае использования указанного транспорта в производственных целях по распоряжению работодателя";True;False
3302;1411;4;"при следовании к месту служебной командировки и обратно";True;False
3303;1411;5;"при следовании на работу и с работы на городском транспорте";False;False
3304;1412;1;"5,3,4,2,1";False;False
3305;1413;1;"в течении дня";False;False
3306;1413;2;"в течении смены";False;False
3307;1413;3;"незамедлительно";True;False
3308;1414;1;"одних";True;False
3309;1414;2;"двух";False;False
3310;1414;3;"трех";False;False
3311;1415;1;"В соответствии с государственной инспекцией труда";True;False
3312;1416;1;"специалисты по охране труда";True;False
3313;1416;2;"представитель работодателя";True;False
3314;1416;3;"представитель профсоюзного органа или иного уполномоченного работника представительного органа, уполномоченного охране труда";True;False
3315;1416;4;"руководитель, непосредственно отвечающий за безопасность труда на участке (объекте), где произошел несчастный случай";False;False
3316;1417;1;"3";True;False
3317;1418;1;"Руководитель, непосредственно отвечающий за безопосность труда на участке (объекте), где произошел групповой тяжелый несчастный случай";False;False
3318;1419;1;"представителем работодателя";False;False
3319;1419;2;"руководителем службы охраны труда";False;False
3320;1419;3;"государственным инспектором по охране труда";True;False
3321;1420;1;"2";False;False
3322;1421;1;"2";False;False
3323;1422;1;"2,3,1,4";True;False
3324;1423;1;"Приказ о создании комиссии";True;False
3325;1424;1;"Приказ";False;False
3326;1425;1;"1";False;False
3327;1426;1;"1";False;False
3328;1427;1;"причины несчасного случая";False;False
3329;1427;2;"обстоятельства несчастного случая";False;False
3330;1427;3;"степень вины застрахованного в процентах";True;False
3331;1428;1;"поступление жалобы, заявления от пострадавшего";True;False
3332;1428;2;"поступления жалобы, заявления доверенного лица пострадавшего";True;False
3333;1428;3;"опсутствии своевременного сообщения о тяжелом или смертельном насчастом случае";True;False
3334;1428;4;"расследовании несчастного случая комиссией ненадлежащего состава";True;False
3335;1429;1;"обстоятельства несчастного случая";True;False
3336;1429;2;"причина несчастного случая";True;False
3337;1429;3;"лиц, допустивших нарушения государственных нормальных требований охраны труда";True;False
3338;1429;4;"вид ответственности за ущерб, нанесенный здоровью пострадавшего и материальный ущерб организации";False;False
3339;1430;1;"1";False;False
3340;1431;1;"5";False;False
3341;1432;1;"Федеральную инспекцию по труду";False;False
3342;1432;2;"Федеральный орган Ростехнадзора";False;False
3343;1432;3;"Исполнительный орган страховщика";True;False
3344;1433;1;"Ростехнадзором";False;False
3345;1433;2;"Рострудинспекцией";True;False
3346;1433;3;"Администрацией города";False;False
3347;1433;4;"Комитетом (комиссией) по охране труда";False;False
3348;1434;1;"описания обстоятельства несчастного случая";False;False
3349;1434;2;"определение основных и сопутствующих причин несчастного случая";False;False
3350;1434;3;"ликвидация причин";True;False
3351;1434;4;"предупреждение несчастных случаев на производстве";True;False
3352;1435;1;"руководителя структурного подразделения";False;False
3353;1435;2;"руководителя службы охраны труда";False;False
3354;1435;3;"работодателя";True;False
3355;1435;4;"инспектора  Рострудинспекции";False;False
3356;1436;1;"установление лица, виновного в происшедшем несчастном случае";False;False
3357;1436;2;"выявление обстоятельств несчастного случая";False;False
3358;1436;3;"установление основных и сопутствующих причин несчасного случая";True;False
3359;1436;4;"разработка мероприятий по предупреждению повторения аналогичных несчастных случаев в дальнейшем";True;False
3360;1437;1;"врачи скорой помощи";False;False
3361;1437;2;"врачи неотложной помощи";False;False
3362;1437;3;"медецинские работники, оказывающие пострадавшему первую медецинскую помощь";False;False
3363;1437;4;"члены клинико - экспертной комиссии лечебно- профилактического учреждения";True;False
3364;1438;1;"2";True;False
3365;1439;1;"проникающие ранения черепа";True;False
3366;1439;2;"прелом черепа и лицевых костей";True;False
3367;1439;3;"ушиб головного мозга тяжелой и средней степени тяжести";True;False
3368;1439;4;"внутричерепная травма";True;False
3369;1439;5;"прникающие ранения позвоночника";True;False
3370;1439;6;"переломы - вывихи и переломы частей тела";True;False
3371;1439;7;"длительные расстройства здоровья с временной утратой трудоспособности менее 60 дней";False;False
3372;1439;8;"стойкая утрота трудоспособности (инвалидность)";True;False
3373;1440;1;"расстройства здоровья с временной утратой трудоспособности продолжительностью до 60 дней";True;False
3374;1440;2;"острая сердечная или сосудистая недостаточность";False;False
3375;1440;3;"острая дыхательная недостаточность";False;False
3376;1440;4;"потеря профессиональной трудоспособности менее 20%";True;False
3377;1331;2;"к.е.о.";True;False
3378;1331;3;"Освещенность";False;False
3379;1335;2;"вибропоглощение";False;False
3380;1336;2;"очки";True;False
3381;1336;3;"защитная маска";False;False
3382;1347;2;"кожа";False;False
3383;1349;2;"вентилятор";False;False
3384;1349;3;"конвектор";False;False
3385;1393;2;"интенсивности";False;False
3386;1412;2;"3,5,4,1,2";False;False
3387;1412;3;"3,5,4,2,1";True;False
3388;1412;4;"3,4,5,2,1";False;False
3389;1415;2;"В прокуратуру по месту происшествия несчастного случая";True;False
3390;1415;3;"В Федеральный орган исполнительной власти по ведомственной принадлежности";True;False
3391;1415;4;"В орган исполнительной власти субъекта РФ";True;False
3392;1415;5;"В территориальные объединения организации профсоюзов";True;False
3393;1415;6;"В территориальный орган государственного надзора, если несчастный случай произошол на объекте, подконтрольным данному органу";True;False
3394;1415;7;"В исполнительный орган страховщика по воросам социального страхования";True;False
3395;1417;2;"5";False;False
3396;1417;3;"2";False;False
3397;1418;2;"Государственый инспектор по охране труда";True;False
3398;1418;3;"Представитель органа исполнительной власти или органа местного самоуправления";True;False
3399;1418;4;"Представители территориального объединения организации профессиональных союзов";True;False
3401;1420;2;"3";True;False
3402;1420;3;"15";False;False
3403;1420;4;"30";False;False
3404;1421;2;"3";False;False
3405;1421;3;"15";True;False
3406;1421;4;"30";False;False
3407;1422;2;"1,2,3,4";False;False
3408;1422;3;"3,2,1,4";False;False
3409;1423;2;"Докуменды, характеризующие состояние рабочего места, наличие опасных и вредных факторов";True;False
3410;1423;3;"Протоколы опросов очевидцев несчастного случая, объяснения пострадавших";True;False
3412;1423;4;"Экспертные заключения специалистов";True;False
3413;1423;5;"Медицинское заключение о характере и степени тяжести повреждения, нахождение пострадавшего в состоянии алкогольного, наркотического или иного токсического опьянения";True;False
3414;1424;2;"Пояснительная записка";False;False
3415;1424;3;"Акт";True;False
3416;1425;2;"2";True;False
3417;1425;3;"3";False;False
3418;1426;2;"2";False;False
3419;1426;3;"3";True;False
3420;1430;2;"3";True;False
3421;1430;3;"7";False;False
3422;1431;2;"10";False;False
3423;1431;3;"45";True;False
3424;1438;2;"3";False;False
3425;1438;3;"5";False;False
3426;1441;1;"Термическое";True;False
3427;1441;2;"Физиологическое";False;False
3428;1441;3;"Электролитическое";True;False
3429;1441;4;"Биологическое";True;False
3430;1442;1;"Ожоги";True;False
3431;1442;2;"Нагрев кровеносных сосудов и других тканей";True;False
3432;1442;3;"Разложение крови и других органических жидкостей";False;False
3433;1443;1;"Нагрев кровеносных сосудов";False;False
3434;1443;2;"Разложение крови";True;False
3435;1443;3;"Разложение других органических жидкостей";True;False
3436;1444;1;"Разложение крови";False;False
3437;1444;2;"Разложение других органических жидкостей";False;False
3438;1444;3;"Раздражение и возбуждение живых тканей организма";True;False
3439;1444;4;"Нарушение внутренних биоэлектрических процессов";True;False
3440;1445;1;"Местные";True;False
3441;1445;2;"Общие";True;False
3442;1445;3;"Комбинированные";False;False
3443;1446;1;"Электрические ожоги";True;False
3444;1446;2;"Электрические знаки";True;False
3445;1446;3;"Электрические рисунки";False;False
3446;1446;4;"Металлизация суставов";False;False
3447;1446;5;"Металлизация кожи";True;False
3448;1446;6;"Механические повреждения";True;False
3449;1446;7;"Электроофтальмия";True;False
3450;1447;1;"Рисунок в виде сетки темного цвета на поверхности кожи";False;False
3451;1447;2;"Четко очерченные пятна серого или бледно-желтого цвета диаметром 1-5 мм на поверхности кожи человека";True;False
3452;1448;1;"Проникновением в верхние слои кожи мельчайших частичек металла, расплавившегося под действием электрической дуги";True;False
3453;1448;2;"Проникновением в верхние слои кожи металла от расплавившегося провода";False;False
3454;1449;1;"Нагрев мышечных волокон";False;False
3455;1449;2;"Непроизвольные судорожные сокращения мышц";True;False
3456;1450;1;"Воспаление наружных оболочек глаз, возникающее в результате воздействия мощного потока ультрафиолетовых лучей электрической дуги";True;False
3457;1450;2;"Воспаление кожи, возникающее в результате воздействия мощного потока ультрафиолетовых лучей электрической дуги";False;False
3458;1451;1;"2";False;False
3459;1451;2;"3";False;False
3460;1451;3;"4";True;False
3461;1451;4;"5";False;False
3462;1452;1;"I";False;False
3463;1452;2;"II";False;False
3464;1452;3;"III";False;False
